date,commodity,unit,price
2016-12-12,Henry Hub Natural Gas,$/MMBtu,3.6
2016-12-12,WTI Crude,$/barrel,52.74
2016-12-13,Brent Crude,$/barrel,53.28
2016-12-13,Henry Hub Natural Gas,$/MMBtu,3.65
2016-12-13,WTI Crude,$/barrel,52.99
2016-12-14,Brent Crude,$/barrel,53.15
2016-12-14,Henry Hub Natural Gas,$/MMBtu,3.55
2016-12-14,WTI Crude,$/barrel,51.01
2016-12-15,Brent Crude,$/barrel,51.72
2016-12-15,Henry Hub Natural Gas,$/MMBtu,3.56
2016-12-15,WTI Crude,$/barrel,50.9
2016-12-16,Brent Crude,$/barrel,54.15
2016-12-16,Henry Hub Natural Gas,$/MMBtu,3.51
2016-12-16,WTI Crude,$/barrel,51.93
2016-12-19,Brent Crude,$/barrel,53.53
2016-12-19,Henry Hub Natural Gas,$/MMBtu,3.55
2016-12-19,WTI Crude,$/barrel,52.13
2016-12-20,Brent Crude,$/barrel,54.56
2016-12-20,Henry Hub Natural Gas,$/MMBtu,3.39
2016-12-20,WTI Crude,$/barrel,52.22
2016-12-21,Brent Crude,$/barrel,53.01
2016-12-21,Henry Hub Natural Gas,$/MMBtu,3.5
2016-12-21,WTI Crude,$/barrel,51.44
2016-12-22,Brent Crude,$/barrel,54.04
2016-12-22,Henry Hub Natural Gas,$/MMBtu,3.5
2016-12-22,WTI Crude,$/barrel,51.98
2016-12-23,Brent Crude,$/barrel,53.93
2016-12-23,Henry Hub Natural Gas,$/MMBtu,3.6
2016-12-23,WTI Crude,$/barrel,52.01
2016-12-26,Henry Hub Natural Gas,$/MMBtu,3.6
2016-12-27,Brent Crude,$/barrel,53.93
2016-12-27,Henry Hub Natural Gas,$/MMBtu,3.7
2016-12-27,WTI Crude,$/barrel,52.82
2016-12-28,Brent Crude,$/barrel,53.93
2016-12-28,Henry Hub Natural Gas,$/MMBtu,3.7
2016-12-28,WTI Crude,$/barrel,54.01
2016-12-29,Brent Crude,$/barrel,54.95
2016-12-29,Henry Hub Natural Gas,$/MMBtu,3.71
2016-12-29,WTI Crude,$/barrel,53.8
2016-12-30,Brent Crude,$/barrel,54.96
2016-12-30,Henry Hub Natural Gas,$/MMBtu,3.71
2016-12-30,WTI Crude,$/barrel,53.75
2017-01-02,Henry Hub Natural Gas,$/MMBtu,3.71
2017-01-03,Brent Crude,$/barrel,55.05
2017-01-03,Henry Hub Natural Gas,$/MMBtu,3.41
2017-01-03,WTI Crude,$/barrel,52.36
2017-01-04,Brent Crude,$/barrel,54.57
2017-01-04,Henry Hub Natural Gas,$/MMBtu,3.42
2017-01-04,WTI Crude,$/barrel,53.26
2017-01-05,Brent Crude,$/barrel,54.99
2017-01-05,Henry Hub Natural Gas,$/MMBtu,3.42
2017-01-05,WTI Crude,$/barrel,53.77
2017-01-06,Brent Crude,$/barrel,55.9
2017-01-06,Henry Hub Natural Gas,$/MMBtu,3.38
2017-01-06,WTI Crude,$/barrel,53.98
2017-01-09,Brent Crude,$/barrel,54.39
2017-01-09,Henry Hub Natural Gas,$/MMBtu,3.14
2017-01-09,WTI Crude,$/barrel,51.95
2017-01-10,Brent Crude,$/barrel,53.2
2017-01-10,Henry Hub Natural Gas,$/MMBtu,3.21
2017-01-10,WTI Crude,$/barrel,50.82
2017-01-11,Brent Crude,$/barrel,53.61
2017-01-11,Henry Hub Natural Gas,$/MMBtu,3.27
2017-01-11,WTI Crude,$/barrel,52.19
2017-01-12,Brent Crude,$/barrel,54.51
2017-01-12,Henry Hub Natural Gas,$/MMBtu,3.36
2017-01-12,WTI Crude,$/barrel,53.01
2017-01-13,Brent Crude,$/barrel,54.37
2017-01-13,Henry Hub Natural Gas,$/MMBtu,3.36
2017-01-13,WTI Crude,$/barrel,52.36
2017-01-16,Brent Crude,$/barrel,54.3
2017-01-16,Henry Hub Natural Gas,$/MMBtu,3.36
2017-01-17,Brent Crude,$/barrel,54.68
2017-01-17,Henry Hub Natural Gas,$/MMBtu,3.37
2017-01-17,WTI Crude,$/barrel,52.45
2017-01-18,Brent Crude,$/barrel,53.77
2017-01-18,Henry Hub Natural Gas,$/MMBtu,3.26
2017-01-18,WTI Crude,$/barrel,51.12
2017-01-19,Brent Crude,$/barrel,53.18
2017-01-19,Henry Hub Natural Gas,$/MMBtu,3.25
2017-01-19,WTI Crude,$/barrel,51.39
2017-01-20,Brent Crude,$/barrel,55.04
2017-01-20,Henry Hub Natural Gas,$/MMBtu,3.23
2017-01-20,WTI Crude,$/barrel,52.33
2017-01-23,Brent Crude,$/barrel,54.8
2017-01-23,Henry Hub Natural Gas,$/MMBtu,3.16
2017-01-23,WTI Crude,$/barrel,52.77
2017-01-24,Brent Crude,$/barrel,54.7
2017-01-24,Henry Hub Natural Gas,$/MMBtu,3.16
2017-01-24,WTI Crude,$/barrel,52.38
2017-01-25,Brent Crude,$/barrel,54.34
2017-01-25,Henry Hub Natural Gas,$/MMBtu,3.26
2017-01-25,WTI Crude,$/barrel,52.14
2017-01-26,Brent Crude,$/barrel,55.89
2017-01-26,Henry Hub Natural Gas,$/MMBtu,3.44
2017-01-26,WTI Crude,$/barrel,53.24
2017-01-27,Brent Crude,$/barrel,54.8
2017-01-27,Henry Hub Natural Gas,$/MMBtu,3.31
2017-01-27,WTI Crude,$/barrel,53.18
2017-01-30,Brent Crude,$/barrel,54.77
2017-01-30,Henry Hub Natural Gas,$/MMBtu,3.22
2017-01-30,WTI Crude,$/barrel,52.63
2017-01-31,Brent Crude,$/barrel,55.25
2017-01-31,Henry Hub Natural Gas,$/MMBtu,3.0
2017-01-31,WTI Crude,$/barrel,52.75
2017-02-01,Brent Crude,$/barrel,55.79
2017-02-01,Henry Hub Natural Gas,$/MMBtu,3.15
2017-02-01,WTI Crude,$/barrel,53.9
2017-02-02,Brent Crude,$/barrel,55.94
2017-02-02,Henry Hub Natural Gas,$/MMBtu,3.13
2017-02-02,WTI Crude,$/barrel,53.55
2017-02-03,Brent Crude,$/barrel,55.92
2017-02-03,Henry Hub Natural Gas,$/MMBtu,3.13
2017-02-03,WTI Crude,$/barrel,53.81
2017-02-06,Brent Crude,$/barrel,55.02
2017-02-06,Henry Hub Natural Gas,$/MMBtu,2.92
2017-02-06,WTI Crude,$/barrel,53.01
2017-02-07,Brent Crude,$/barrel,53.79
2017-02-07,Henry Hub Natural Gas,$/MMBtu,3.03
2017-02-07,WTI Crude,$/barrel,52.19
2017-02-08,Brent Crude,$/barrel,54.42
2017-02-08,Henry Hub Natural Gas,$/MMBtu,3.05
2017-02-08,WTI Crude,$/barrel,52.37
2017-02-09,Brent Crude,$/barrel,53.98
2017-02-09,Henry Hub Natural Gas,$/MMBtu,3.11
2017-02-09,WTI Crude,$/barrel,52.99
2017-02-10,Brent Crude,$/barrel,55.2
2017-02-10,Henry Hub Natural Gas,$/MMBtu,3.11
2017-02-10,WTI Crude,$/barrel,53.84
2017-02-13,Brent Crude,$/barrel,54.15
2017-02-13,Henry Hub Natural Gas,$/MMBtu,2.93
2017-02-13,WTI Crude,$/barrel,52.96
2017-02-14,Brent Crude,$/barrel,54.96
2017-02-14,Henry Hub Natural Gas,$/MMBtu,2.85
2017-02-14,WTI Crude,$/barrel,53.21
2017-02-15,Brent Crude,$/barrel,54.57
2017-02-15,Henry Hub Natural Gas,$/MMBtu,2.95
2017-02-15,WTI Crude,$/barrel,53.11
2017-02-16,Brent Crude,$/barrel,54.16
2017-02-16,Henry Hub Natural Gas,$/MMBtu,2.88
2017-02-16,WTI Crude,$/barrel,53.41
2017-02-17,Brent Crude,$/barrel,54.48
2017-02-17,Henry Hub Natural Gas,$/MMBtu,2.75
2017-02-17,WTI Crude,$/barrel,53.41
2017-02-20,Brent Crude,$/barrel,55.25
2017-02-20,Henry Hub Natural Gas,$/MMBtu,2.75
2017-02-21,Brent Crude,$/barrel,56.34
2017-02-21,Henry Hub Natural Gas,$/MMBtu,2.56
2017-02-21,WTI Crude,$/barrel,54.02
2017-02-22,Brent Crude,$/barrel,54.9
2017-02-22,Henry Hub Natural Gas,$/MMBtu,2.52
2017-02-22,WTI Crude,$/barrel,53.61
2017-02-23,Brent Crude,$/barrel,55.82
2017-02-23,Henry Hub Natural Gas,$/MMBtu,2.63
2017-02-23,WTI Crude,$/barrel,54.48
2017-02-24,Brent Crude,$/barrel,54.69
2017-02-24,Henry Hub Natural Gas,$/MMBtu,2.63
2017-02-24,WTI Crude,$/barrel,53.99
2017-02-27,Brent Crude,$/barrel,54.65
2017-02-27,Henry Hub Natural Gas,$/MMBtu,2.44
2017-02-27,WTI Crude,$/barrel,54.04
2017-02-28,Brent Crude,$/barrel,53.36
2017-02-28,Henry Hub Natural Gas,$/MMBtu,2.54
2017-02-28,WTI Crude,$/barrel,54.0
2017-03-01,Brent Crude,$/barrel,55.72
2017-03-01,Henry Hub Natural Gas,$/MMBtu,2.54
2017-03-01,WTI Crude,$/barrel,53.82
2017-03-02,Brent Crude,$/barrel,54.16
2017-03-02,Henry Hub Natural Gas,$/MMBtu,2.59
2017-03-02,WTI Crude,$/barrel,52.63
2017-03-03,Brent Crude,$/barrel,54.12
2017-03-03,Henry Hub Natural Gas,$/MMBtu,2.5
2017-03-03,WTI Crude,$/barrel,53.33
2017-03-06,Brent Crude,$/barrel,54.73
2017-03-06,Henry Hub Natural Gas,$/MMBtu,2.68
2017-03-06,WTI Crude,$/barrel,53.19
2017-03-07,Brent Crude,$/barrel,54.61
2017-03-07,Henry Hub Natural Gas,$/MMBtu,2.68
2017-03-07,WTI Crude,$/barrel,52.68
2017-03-08,Brent Crude,$/barrel,53.3
2017-03-08,Henry Hub Natural Gas,$/MMBtu,2.59
2017-03-08,WTI Crude,$/barrel,49.83
2017-03-09,Brent Crude,$/barrel,50.65
2017-03-09,Henry Hub Natural Gas,$/MMBtu,2.83
2017-03-09,WTI Crude,$/barrel,48.75
2017-03-10,Brent Crude,$/barrel,50.63
2017-03-10,Henry Hub Natural Gas,$/MMBtu,2.98
2017-03-10,WTI Crude,$/barrel,48.05
2017-03-13,Brent Crude,$/barrel,50.1
2017-03-13,Henry Hub Natural Gas,$/MMBtu,3.04
2017-03-13,WTI Crude,$/barrel,47.95
2017-03-14,Brent Crude,$/barrel,49.6
2017-03-14,Henry Hub Natural Gas,$/MMBtu,3.02
2017-03-14,WTI Crude,$/barrel,47.24
2017-03-15,Brent Crude,$/barrel,50.63
2017-03-15,Henry Hub Natural Gas,$/MMBtu,3.02
2017-03-15,WTI Crude,$/barrel,48.34
2017-03-16,Brent Crude,$/barrel,50.56
2017-03-16,Henry Hub Natural Gas,$/MMBtu,2.84
2017-03-16,WTI Crude,$/barrel,48.3
2017-03-17,Brent Crude,$/barrel,50.58
2017-03-17,Henry Hub Natural Gas,$/MMBtu,2.85
2017-03-17,WTI Crude,$/barrel,48.34
2017-03-20,Brent Crude,$/barrel,50.67
2017-03-20,Henry Hub Natural Gas,$/MMBtu,2.93
2017-03-20,WTI Crude,$/barrel,47.79
2017-03-21,Brent Crude,$/barrel,50.14
2017-03-21,Henry Hub Natural Gas,$/MMBtu,3.09
2017-03-21,WTI Crude,$/barrel,47.02
2017-03-22,Brent Crude,$/barrel,49.56
2017-03-22,Henry Hub Natural Gas,$/MMBtu,3.02
2017-03-22,WTI Crude,$/barrel,47.29
2017-03-23,Brent Crude,$/barrel,50.17
2017-03-23,Henry Hub Natural Gas,$/MMBtu,2.93
2017-03-23,WTI Crude,$/barrel,47.0
2017-03-24,Brent Crude,$/barrel,49.97
2017-03-24,Henry Hub Natural Gas,$/MMBtu,2.97
2017-03-24,WTI Crude,$/barrel,47.3
2017-03-27,Brent Crude,$/barrel,50.12
2017-03-27,Henry Hub Natural Gas,$/MMBtu,2.94
2017-03-27,WTI Crude,$/barrel,47.02
2017-03-28,Brent Crude,$/barrel,50.72
2017-03-28,Henry Hub Natural Gas,$/MMBtu,2.95
2017-03-28,WTI Crude,$/barrel,48.36
2017-03-29,Brent Crude,$/barrel,51.36
2017-03-29,Henry Hub Natural Gas,$/MMBtu,3.03
2017-03-29,WTI Crude,$/barrel,49.47
2017-03-30,Brent Crude,$/barrel,52.25
2017-03-30,Henry Hub Natural Gas,$/MMBtu,3.08
2017-03-30,WTI Crude,$/barrel,50.3
2017-03-31,Brent Crude,$/barrel,52.2
2017-03-31,Henry Hub Natural Gas,$/MMBtu,3.13
2017-03-31,WTI Crude,$/barrel,50.54
2017-04-03,Brent Crude,$/barrel,52.04
2017-04-03,Henry Hub Natural Gas,$/MMBtu,3.13
2017-04-03,WTI Crude,$/barrel,50.25
2017-04-04,Brent Crude,$/barrel,53.08
2017-04-04,Henry Hub Natural Gas,$/MMBtu,3.06
2017-04-04,WTI Crude,$/barrel,50.99
2017-04-05,Brent Crude,$/barrel,53.41
2017-04-05,Henry Hub Natural Gas,$/MMBtu,3.22
2017-04-05,WTI Crude,$/barrel,51.14
2017-04-06,Brent Crude,$/barrel,53.62
2017-04-06,Henry Hub Natural Gas,$/MMBtu,3.23
2017-04-06,WTI Crude,$/barrel,51.69
2017-04-07,Brent Crude,$/barrel,54.24
2017-04-07,Henry Hub Natural Gas,$/MMBtu,3.23
2017-04-07,WTI Crude,$/barrel,52.25
2017-04-10,Brent Crude,$/barrel,54.79
2017-04-10,Henry Hub Natural Gas,$/MMBtu,3.15
2017-04-10,WTI Crude,$/barrel,53.06
2017-04-11,Brent Crude,$/barrel,54.73
2017-04-11,Henry Hub Natural Gas,$/MMBtu,3.11
2017-04-11,WTI Crude,$/barrel,53.38
2017-04-12,Brent Crude,$/barrel,54.75
2017-04-12,Henry Hub Natural Gas,$/MMBtu,2.97
2017-04-12,WTI Crude,$/barrel,53.12
2017-04-13,Brent Crude,$/barrel,55.05
2017-04-13,Henry Hub Natural Gas,$/MMBtu,3.0
2017-04-13,WTI Crude,$/barrel,53.19
2017-04-14,Henry Hub Natural Gas,$/MMBtu,3.0
2017-04-17,Brent Crude,$/barrel,54.79
2017-04-17,Henry Hub Natural Gas,$/MMBtu,3.09
2017-04-17,WTI Crude,$/barrel,52.62
2017-04-18,Brent Crude,$/barrel,52.6
2017-04-18,Henry Hub Natural Gas,$/MMBtu,3.11
2017-04-18,WTI Crude,$/barrel,52.46
2017-04-19,Brent Crude,$/barrel,52.43
2017-04-19,Henry Hub Natural Gas,$/MMBtu,3.11
2017-04-19,WTI Crude,$/barrel,50.49
2017-04-20,Brent Crude,$/barrel,50.66
2017-04-20,Henry Hub Natural Gas,$/MMBtu,3.13
2017-04-20,WTI Crude,$/barrel,50.26
2017-04-21,Brent Crude,$/barrel,49.93
2017-04-21,Henry Hub Natural Gas,$/MMBtu,3.06
2017-04-21,WTI Crude,$/barrel,49.64
2017-04-24,Brent Crude,$/barrel,49.45
2017-04-24,Henry Hub Natural Gas,$/MMBtu,3.06
2017-04-24,WTI Crude,$/barrel,48.9
2017-04-25,Brent Crude,$/barrel,49.37
2017-04-25,Henry Hub Natural Gas,$/MMBtu,2.99
2017-04-25,WTI Crude,$/barrel,49.22
2017-04-26,Brent Crude,$/barrel,49.99
2017-04-26,Henry Hub Natural Gas,$/MMBtu,3.06
2017-04-26,WTI Crude,$/barrel,49.22
2017-04-27,Brent Crude,$/barrel,49.46
2017-04-27,Henry Hub Natural Gas,$/MMBtu,3.13
2017-04-27,WTI Crude,$/barrel,48.96
2017-04-28,Brent Crude,$/barrel,49.46
2017-04-28,Henry Hub Natural Gas,$/MMBtu,3.2
2017-04-28,WTI Crude,$/barrel,49.31
2017-05-01,Brent Crude,$/barrel,50.41
2017-05-01,Henry Hub Natural Gas,$/MMBtu,3.2
2017-05-01,WTI Crude,$/barrel,48.83
2017-05-02,Brent Crude,$/barrel,49.31
2017-05-02,Henry Hub Natural Gas,$/MMBtu,3.13
2017-05-02,WTI Crude,$/barrel,47.65
2017-05-03,Brent Crude,$/barrel,48.82
2017-05-03,Henry Hub Natural Gas,$/MMBtu,3.14
2017-05-03,WTI Crude,$/barrel,47.79
2017-05-04,Brent Crude,$/barrel,47.53
2017-05-04,Henry Hub Natural Gas,$/MMBtu,3.11
2017-05-04,WTI Crude,$/barrel,45.55
2017-05-05,Brent Crude,$/barrel,47.45
2017-05-05,Henry Hub Natural Gas,$/MMBtu,3.1
2017-05-05,WTI Crude,$/barrel,46.23
2017-05-08,Brent Crude,$/barrel,46.61
2017-05-08,Henry Hub Natural Gas,$/MMBtu,3.06
2017-05-08,WTI Crude,$/barrel,46.46
2017-05-09,Brent Crude,$/barrel,47.06
2017-05-09,Henry Hub Natural Gas,$/MMBtu,3.03
2017-05-09,WTI Crude,$/barrel,45.84
2017-05-10,Brent Crude,$/barrel,48.09
2017-05-10,Henry Hub Natural Gas,$/MMBtu,3.03
2017-05-10,WTI Crude,$/barrel,47.28
2017-05-11,Brent Crude,$/barrel,49.18
2017-05-11,Henry Hub Natural Gas,$/MMBtu,3.23
2017-05-11,WTI Crude,$/barrel,47.81
2017-05-12,Brent Crude,$/barrel,49.08
2017-05-12,Henry Hub Natural Gas,$/MMBtu,3.24
2017-05-12,WTI Crude,$/barrel,47.83
2017-05-15,Brent Crude,$/barrel,51.29
2017-05-15,Henry Hub Natural Gas,$/MMBtu,3.26
2017-05-15,WTI Crude,$/barrel,48.86
2017-05-16,Brent Crude,$/barrel,51.21
2017-05-16,Henry Hub Natural Gas,$/MMBtu,3.27
2017-05-16,WTI Crude,$/barrel,48.64
2017-05-17,Brent Crude,$/barrel,51.76
2017-05-17,Henry Hub Natural Gas,$/MMBtu,3.27
2017-05-17,WTI Crude,$/barrel,49.04
2017-05-18,Brent Crude,$/barrel,51.71
2017-05-18,Henry Hub Natural Gas,$/MMBtu,3.13
2017-05-18,WTI Crude,$/barrel,49.36
2017-05-19,Brent Crude,$/barrel,52.78
2017-05-19,Henry Hub Natural Gas,$/MMBtu,3.11
2017-05-19,WTI Crude,$/barrel,50.32
2017-05-22,Brent Crude,$/barrel,53.35
2017-05-22,Henry Hub Natural Gas,$/MMBtu,3.24
2017-05-22,WTI Crude,$/barrel,50.81
2017-05-23,Brent Crude,$/barrel,53.19
2017-05-23,Henry Hub Natural Gas,$/MMBtu,3.22
2017-05-23,WTI Crude,$/barrel,51.12
2017-05-24,Brent Crude,$/barrel,53.29
2017-05-24,Henry Hub Natural Gas,$/MMBtu,3.22
2017-05-24,WTI Crude,$/barrel,50.99
2017-05-25,Brent Crude,$/barrel,52.25
2017-05-25,Henry Hub Natural Gas,$/MMBtu,3.1
2017-05-25,WTI Crude,$/barrel,48.57
2017-05-26,Brent Crude,$/barrel,50.84
2017-05-26,Henry Hub Natural Gas,$/MMBtu,3.1
2017-05-26,WTI Crude,$/barrel,49.58
2017-05-29,Brent Crude,$/barrel,52.25
2017-05-29,Henry Hub Natural Gas,$/MMBtu,3.1
2017-05-30,Brent Crude,$/barrel,50.65
2017-05-30,Henry Hub Natural Gas,$/MMBtu,3.1
2017-05-30,WTI Crude,$/barrel,49.63
2017-05-31,Brent Crude,$/barrel,49.4
2017-05-31,Henry Hub Natural Gas,$/MMBtu,3.05
2017-05-31,WTI Crude,$/barrel,48.29
2017-06-01,Brent Crude,$/barrel,50.41
2017-06-01,Henry Hub Natural Gas,$/MMBtu,3.05
2017-06-01,WTI Crude,$/barrel,48.32
2017-06-02,Brent Crude,$/barrel,48.46
2017-06-02,Henry Hub Natural Gas,$/MMBtu,2.85
2017-06-02,WTI Crude,$/barrel,47.68
2017-06-05,Brent Crude,$/barrel,48.25
2017-06-05,Henry Hub Natural Gas,$/MMBtu,2.92
2017-06-05,WTI Crude,$/barrel,47.4
2017-06-06,Brent Crude,$/barrel,48.11
2017-06-06,Henry Hub Natural Gas,$/MMBtu,2.92
2017-06-06,WTI Crude,$/barrel,48.13
2017-06-07,Brent Crude,$/barrel,47.08
2017-06-07,Henry Hub Natural Gas,$/MMBtu,3.06
2017-06-07,WTI Crude,$/barrel,45.8
2017-06-08,Brent Crude,$/barrel,46.3
2017-06-08,Henry Hub Natural Gas,$/MMBtu,2.98
2017-06-08,WTI Crude,$/barrel,45.68
2017-06-09,Brent Crude,$/barrel,46.64
2017-06-09,Henry Hub Natural Gas,$/MMBtu,3.03
2017-06-09,WTI Crude,$/barrel,45.82
2017-06-12,Brent Crude,$/barrel,47.18
2017-06-12,Henry Hub Natural Gas,$/MMBtu,3.12
2017-06-12,WTI Crude,$/barrel,46.1
2017-06-13,Brent Crude,$/barrel,46.95
2017-06-13,Henry Hub Natural Gas,$/MMBtu,3.12
2017-06-13,WTI Crude,$/barrel,46.41
2017-06-14,Brent Crude,$/barrel,45.47
2017-06-14,Henry Hub Natural Gas,$/MMBtu,2.95
2017-06-14,WTI Crude,$/barrel,44.79
2017-06-15,Brent Crude,$/barrel,45.61
2017-06-15,Henry Hub Natural Gas,$/MMBtu,2.94
2017-06-15,WTI Crude,$/barrel,44.47
2017-06-16,Brent Crude,$/barrel,45.7
2017-06-16,Henry Hub Natural Gas,$/MMBtu,3.01
2017-06-16,WTI Crude,$/barrel,44.73
2017-06-19,Brent Crude,$/barrel,45.93
2017-06-19,Henry Hub Natural Gas,$/MMBtu,2.87
2017-06-19,WTI Crude,$/barrel,44.24
2017-06-20,Brent Crude,$/barrel,43.98
2017-06-20,Henry Hub Natural Gas,$/MMBtu,2.91
2017-06-20,WTI Crude,$/barrel,43.34
2017-06-21,Brent Crude,$/barrel,44.62
2017-06-21,Henry Hub Natural Gas,$/MMBtu,2.91
2017-06-21,WTI Crude,$/barrel,42.48
2017-06-22,Brent Crude,$/barrel,44.46
2017-06-22,Henry Hub Natural Gas,$/MMBtu,2.88
2017-06-22,WTI Crude,$/barrel,42.53
2017-06-23,Brent Crude,$/barrel,44.14
2017-06-23,Henry Hub Natural Gas,$/MMBtu,2.89
2017-06-23,WTI Crude,$/barrel,42.86
2017-06-26,Brent Crude,$/barrel,44.09
2017-06-26,Henry Hub Natural Gas,$/MMBtu,2.98
2017-06-26,WTI Crude,$/barrel,43.24
2017-06-27,Brent Crude,$/barrel,46.17
2017-06-27,Henry Hub Natural Gas,$/MMBtu,2.99
2017-06-27,WTI Crude,$/barrel,44.25
2017-06-28,Brent Crude,$/barrel,46.45
2017-06-28,Henry Hub Natural Gas,$/MMBtu,3.03
2017-06-28,WTI Crude,$/barrel,44.74
2017-06-29,Brent Crude,$/barrel,47.02
2017-06-29,Henry Hub Natural Gas,$/MMBtu,3.07
2017-06-29,WTI Crude,$/barrel,44.88
2017-06-30,Brent Crude,$/barrel,47.08
2017-06-30,Henry Hub Natural Gas,$/MMBtu,2.98
2017-06-30,WTI Crude,$/barrel,46.02
2017-07-03,Brent Crude,$/barrel,49.13
2017-07-03,Henry Hub Natural Gas,$/MMBtu,2.98
2017-07-04,Brent Crude,$/barrel,49.15
2017-07-04,Henry Hub Natural Gas,$/MMBtu,2.98
2017-07-05,Brent Crude,$/barrel,47.58
2017-07-05,Henry Hub Natural Gas,$/MMBtu,2.98
2017-07-05,WTI Crude,$/barrel,45.11
2017-07-06,Brent Crude,$/barrel,48.53
2017-07-06,Henry Hub Natural Gas,$/MMBtu,2.89
2017-07-06,WTI Crude,$/barrel,45.52
2017-07-07,Brent Crude,$/barrel,46.47
2017-07-07,Henry Hub Natural Gas,$/MMBtu,2.91
2017-07-07,WTI Crude,$/barrel,44.25
2017-07-10,Brent Crude,$/barrel,46.57
2017-07-10,Henry Hub Natural Gas,$/MMBtu,2.92
2017-07-10,WTI Crude,$/barrel,44.4
2017-07-11,Brent Crude,$/barrel,46.68
2017-07-11,Henry Hub Natural Gas,$/MMBtu,2.98
2017-07-11,WTI Crude,$/barrel,45.06
2017-07-12,Brent Crude,$/barrel,46.73
2017-07-12,Henry Hub Natural Gas,$/MMBtu,3.01
2017-07-12,WTI Crude,$/barrel,45.48
2017-07-13,Brent Crude,$/barrel,47.65
2017-07-13,Henry Hub Natural Gas,$/MMBtu,2.96
2017-07-13,WTI Crude,$/barrel,46.06
2017-07-14,Brent Crude,$/barrel,47.89
2017-07-14,Henry Hub Natural Gas,$/MMBtu,2.94
2017-07-14,WTI Crude,$/barrel,46.53
2017-07-17,Brent Crude,$/barrel,47.66
2017-07-17,Henry Hub Natural Gas,$/MMBtu,3.04
2017-07-17,WTI Crude,$/barrel,46.02
2017-07-18,Brent Crude,$/barrel,47.92
2017-07-18,Henry Hub Natural Gas,$/MMBtu,3.11
2017-07-18,WTI Crude,$/barrel,46.4
2017-07-19,Brent Crude,$/barrel,48.34
2017-07-19,Henry Hub Natural Gas,$/MMBtu,3.11
2017-07-19,WTI Crude,$/barrel,47.1
2017-07-20,Brent Crude,$/barrel,48.54
2017-07-20,Henry Hub Natural Gas,$/MMBtu,3.12
2017-07-20,WTI Crude,$/barrel,46.73
2017-07-21,Brent Crude,$/barrel,47.47
2017-07-21,Henry Hub Natural Gas,$/MMBtu,3.06
2017-07-21,WTI Crude,$/barrel,45.78
2017-07-24,Brent Crude,$/barrel,47.81
2017-07-24,Henry Hub Natural Gas,$/MMBtu,2.99
2017-07-24,WTI Crude,$/barrel,46.21
2017-07-25,Brent Crude,$/barrel,49.19
2017-07-25,Henry Hub Natural Gas,$/MMBtu,2.99
2017-07-25,WTI Crude,$/barrel,47.77
2017-07-26,Brent Crude,$/barrel,50.08
2017-07-26,Henry Hub Natural Gas,$/MMBtu,2.92
2017-07-26,WTI Crude,$/barrel,48.58
2017-07-27,Brent Crude,$/barrel,50.67
2017-07-27,Henry Hub Natural Gas,$/MMBtu,2.95
2017-07-27,WTI Crude,$/barrel,49.05
2017-07-28,Brent Crude,$/barrel,52.0
2017-07-28,Henry Hub Natural Gas,$/MMBtu,2.96
2017-07-28,WTI Crude,$/barrel,49.72
2017-07-31,Brent Crude,$/barrel,51.99
2017-07-31,Henry Hub Natural Gas,$/MMBtu,2.87
2017-07-31,WTI Crude,$/barrel,50.21
2017-08-01,Brent Crude,$/barrel,50.77
2017-08-01,Henry Hub Natural Gas,$/MMBtu,2.8
2017-08-01,WTI Crude,$/barrel,49.19
2017-08-02,Brent Crude,$/barrel,52.09
2017-08-02,Henry Hub Natural Gas,$/MMBtu,2.8
2017-08-02,WTI Crude,$/barrel,49.6
2017-08-03,Brent Crude,$/barrel,52.88
2017-08-03,Henry Hub Natural Gas,$/MMBtu,2.76
2017-08-03,WTI Crude,$/barrel,49.03
2017-08-04,Brent Crude,$/barrel,52.48
2017-08-04,Henry Hub Natural Gas,$/MMBtu,2.76
2017-08-04,WTI Crude,$/barrel,49.57
2017-08-07,Brent Crude,$/barrel,51.42
2017-08-07,Henry Hub Natural Gas,$/MMBtu,2.8
2017-08-07,WTI Crude,$/barrel,49.37
2017-08-08,Brent Crude,$/barrel,52.18
2017-08-08,Henry Hub Natural Gas,$/MMBtu,2.81
2017-08-08,WTI Crude,$/barrel,49.07
2017-08-09,Brent Crude,$/barrel,52.16
2017-08-09,Henry Hub Natural Gas,$/MMBtu,2.81
2017-08-09,WTI Crude,$/barrel,49.59
2017-08-10,Brent Crude,$/barrel,52.59
2017-08-10,Henry Hub Natural Gas,$/MMBtu,2.89
2017-08-10,WTI Crude,$/barrel,48.54
2017-08-11,Brent Crude,$/barrel,51.47
2017-08-11,Henry Hub Natural Gas,$/MMBtu,2.96
2017-08-11,WTI Crude,$/barrel,48.81
2017-08-14,Brent Crude,$/barrel,51.29
2017-08-14,Henry Hub Natural Gas,$/MMBtu,3.02
2017-08-14,WTI Crude,$/barrel,47.59
2017-08-15,Brent Crude,$/barrel,49.9
2017-08-15,Henry Hub Natural Gas,$/MMBtu,2.96
2017-08-15,WTI Crude,$/barrel,47.57
2017-08-16,Brent Crude,$/barrel,50.39
2017-08-16,Henry Hub Natural Gas,$/MMBtu,2.94
2017-08-16,WTI Crude,$/barrel,46.8
2017-08-17,Brent Crude,$/barrel,50.37
